0,1,2,3
757,B0600,1,"Rubella with neurological complication, unspecified          Rubella with neurological complication, unspecified"
758,B0601,1,Rubella encephalitis                                         Rubella encephalitis
759,B0602,1,Rubella meningitis                                           Rubella meningitis
760,B0609,1,Other neurological complications of rubella                  Other neurological complications of rubella
761,B068,0,Rubella with other complications                             Rubella with other complications
762,B0681,1,Rubella pneumonia                                            Rubella pneumonia
763,B0682,1,Rubella arthritis                                            Rubella arthritis
764,B0689,1,Other rubella complications                                  Other rubella complications
765,B069,1,Rubella without complication                                 Rubella without complication
766,B07,0,Viral warts                                                  Viral warts
767,B070,1,Plantar wart                                                 Plantar wart
768,B078,1,Other viral warts                                            Other viral warts
769,B079,1,"Viral wart, unspecified                                      Viral wart, unspecified"
770,B08,0,"Oth viral infect with skin and mucous membrane lesions, NEC  Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
771,B080,0,Other orthopoxvirus infections                               Other orthopoxvirus infections
772,B0801,0,Cowpox and vaccinia not from vaccine                         Cowpox and vaccinia not from vaccine
773,B08010,1,Cowpox                                                       Cowpox
774,B08011,1,Vaccinia not from vaccine                                    Vaccinia not from vaccine
775,B0802,1,Orf virus disease                                            Orf virus disease
776,B0803,1,Pseudocowpox [milker's node]                                 Pseudocowpox [milker's node]
777,B0804,1,"Paravaccinia, unspecified                                    Paravaccinia, unspecified"
778,B0809,1,Other orthopoxvirus infections                               Other orthopoxvirus infections
779,B081,1,Molluscum contagiosum                                        Molluscum contagiosum
780,B082,0,Exanthema subitum [sixth disease]                            Exanthema subitum [sixth disease]
781,B0820,1,"Exanthema subitum [sixth disease], unspecified               Exanthema subitum [sixth disease], unspecified"
782,B0821,1,Exanthema subitum [sixth disease] due to human herpesvirus 6 Exanthema subitum [sixth disease] due to human herpesvirus 6
783,B0822,1,Exanthema subitum [sixth disease] due to human herpesvirus 7 Exanthema subitum [sixth disease] due to human herpesvirus 7
784,B083,1,Erythema infectiosum [fifth disease]                         Erythema infectiosum [fifth disease]
785,B084,1,Enteroviral vesicular stomatitis with exanthem               Enteroviral vesicular stomatitis with exanthem
786,B085,1,Enteroviral vesicular pharyngitis                            Enteroviral vesicular pharyngitis
787,B086,0,Parapoxvirus infections                                      Parapoxvirus infections
788,B0860,1,"Parapoxvirus infection, unspecified                          Parapoxvirus infection, unspecified"
789,B0861,1,Bovine stomatitis                                            Bovine stomatitis
790,B0862,1,Sealpox                                                      Sealpox
791,B0869,1,Other parapoxvirus infections                                Other parapoxvirus infections
792,B087,0,Yatapoxvirus infections                                      Yatapoxvirus infections
793,B0870,1,"Yatapoxvirus infection, unspecified                          Yatapoxvirus infection, unspecified"
794,B0871,1,Tanapox virus disease                                        Tanapox virus disease
795,B0872,1,Yaba pox virus disease                                       Yaba pox virus disease
796,B0879,1,Other yatapoxvirus infections                                Other yatapoxvirus infections
797,B088,1,Oth viral infections with skin and mucous membrane lesions   Other specified viral infections characterized by skin and mucous membrane lesions
798,B09,1,Unsp viral infection with skin and mucous membrane lesions   Unspecified viral infection characterized by skin and mucous membrane lesions
799,B10,0,Other human herpesviruses                                    Other human herpesviruses
800,B100,0,Other human herpesvirus encephalitis                         Other human herpesvirus encephalitis
801,B1001,1,Human herpesvirus 6 encephalitis                             Human herpesvirus 6 encephalitis
802,B1009,1,Other human herpesvirus encephalitis                         Other human herpesvirus encephalitis
803,B108,0,Other human herpesvirus infection                            Other human herpesvirus infection
804,B1081,1,Human herpesvirus 6 infection                                Human herpesvirus 6 infection
805,B1082,1,Human herpesvirus 7 infection                                Human herpesvirus 7 infection
806,B1089,1,Other human herpesvirus infection                            Other human herpesvirus infection
807,B15,0,Acute hepatitis A                                            Acute hepatitis A
808,B150,1,Hepatitis A with hepatic coma                                Hepatitis A with hepatic coma
809,B159,1,Hepatitis A without hepatic coma                             Hepatitis A without hepatic coma
810,B16,0,Acute hepatitis B                                            Acute hepatitis B
811,B160,1,Acute hepatitis B with delta-agent with hepatic coma         Acute hepatitis B with delta-agent with hepatic coma
812,B161,1,Acute hepatitis B with delta-agent without hepatic coma      Acute hepatitis B with delta-agent without hepatic coma
813,B162,1,Acute hepatitis B without delta-agent with hepatic coma      Acute hepatitis B without delta-agent with hepatic coma
814,B169,1,Acute hepatitis B w/o delta-agent and without hepatic coma   Acute hepatitis B without delta-agent and without hepatic coma
815,B17,0,Other acute viral hepatitis                                  Other acute viral hepatitis
816,B170,1,Acute delta-(super) infection of hepatitis B carrier         Acute delta-(super) infection of hepatitis B carrier
817,B171,0,Acute hepatitis C                                            Acute hepatitis C
818,B1710,1,Acute hepatitis C without hepatic coma                       Acute hepatitis C without hepatic coma
819,B1711,1,Acute hepatitis C with hepatic coma                          Acute hepatitis C with hepatic coma
820,B172,1,Acute hepatitis E                                            Acute hepatitis E
821,B178,1,Other specified acute viral hepatitis                        Other specified acute viral hepatitis
822,B179,1,"Acute viral hepatitis, unspecified                           Acute viral hepatitis, unspecified"
823,B18,0,Chronic viral hepatitis                                      Chronic viral hepatitis
824,B180,1,Chronic viral hepatitis B with delta-agent                   Chronic viral hepatitis B with delta-agent
825,B181,1,Chronic viral hepatitis B without delta-agent                Chronic viral hepatitis B without delta-agent
826,B182,1,Chronic viral hepatitis C                                    Chronic viral hepatitis C
827,B188,1,Other chronic viral hepatitis                                Other chronic viral hepatitis
828,B189,1,"Chronic viral hepatitis, unspecified                         Chronic viral hepatitis, unspecified"
829,B19,0,Unspecified viral hepatitis                                  Unspecified viral hepatitis
830,B190,1,Unspecified viral hepatitis with hepatic coma                Unspecified viral hepatitis with hepatic coma
831,B191,0,Unspecified viral hepatitis B                                Unspecified viral hepatitis B
832,B1910,1,Unspecified viral hepatitis B without hepatic coma           Unspecified viral hepatitis B without hepatic coma
833,B1911,1,Unspecified viral hepatitis B with hepatic coma              Unspecified viral hepatitis B with hepatic coma
834,B192,0,Unspecified viral hepatitis C                                Unspecified viral hepatitis C
835,B1920,1,Unspecified viral hepatitis C without hepatic coma           Unspecified viral hepatitis C without hepatic coma
836,B1921,1,Unspecified viral hepatitis C with hepatic coma              Unspecified viral hepatitis C with hepatic coma
837,B199,1,Unspecified viral hepatitis without hepatic coma             Unspecified viral hepatitis without hepatic coma
838,B20,1,Human immunodeficiency virus [HIV] disease                   Human immunodeficiency virus [HIV] disease
839,B25,0,Cytomegaloviral disease                                      Cytomegaloviral disease
840,B250,1,Cytomegaloviral pneumonitis                                  Cytomegaloviral pneumonitis
841,B251,1,Cytomegaloviral hepatitis                                    Cytomegaloviral hepatitis
842,B252,1,Cytomegaloviral pancreatitis                                 Cytomegaloviral pancreatitis
843,B258,1,Other cytomegaloviral diseases                               Other cytomegaloviral diseases
844,B259,1,"Cytomegaloviral disease, unspecified                         Cytomegaloviral disease, unspecified"
845,B26,0,Mumps                                                        Mumps
846,B260,1,Mumps orchitis                                               Mumps orchitis
847,B261,1,Mumps meningitis                                             Mumps meningitis
848,B262,1,Mumps encephalitis                                           Mumps encephalitis
849,B263,1,Mumps pancreatitis                                           Mumps pancreatitis
850,B268,0,Mumps with other complications                               Mumps with other complications
851,B2681,1,Mumps hepatitis                                              Mumps hepatitis
852,B2682,1,Mumps myocarditis                                            Mumps myocarditis
853,B2683,1,Mumps nephritis                                              Mumps nephritis
854,B2684,1,Mumps polyneuropathy                                         Mumps polyneuropathy
855,B2685,1,Mumps arthritis                                              Mumps arthritis
856,B2689,1,Other mumps complications                                    Other mumps complications
857,B269,1,Mumps without complication                                   Mumps without complication
858,B27,0,Infectious mononucleosis                                     Infectious mononucleosis
859,B270,0,Gammaherpesviral mononucleosis                               Gammaherpesviral mononucleosis
860,B2700,1,Gammaherpesviral mononucleosis without complication          Gammaherpesviral mononucleosis without complication
861,B2701,1,Gammaherpesviral mononucleosis with polyneuropathy           Gammaherpesviral mononucleosis with polyneuropathy
862,B2702,1,Gammaherpesviral mononucleosis with meningitis               Gammaherpesviral mononucleosis with meningitis
863,B2709,1,Gammaherpesviral mononucleosis with other complications      Gammaherpesviral mononucleosis with other complications
864,B271,0,Cytomegaloviral mononucleosis                                Cytomegaloviral mononucleosis
865,B2710,1,Cytomegaloviral mononucleosis without complications          Cytomegaloviral mononucleosis without complications
866,B2711,1,Cytomegaloviral mononucleosis with polyneuropathy            Cytomegaloviral mononucleosis with polyneuropathy
867,B2712,1,Cytomegaloviral mononucleosis with meningitis                Cytomegaloviral mononucleosis with meningitis
868,B2719,1,Cytomegaloviral mononucleosis with other complication        Cytomegaloviral mononucleosis with other complication
869,B278,0,Other infectious mononucleosis                               Other infectious mononucleosis
870,B2780,1,Other infectious mononucleosis without complication          Other infectious mononucleosis without complication
871,B2781,1,Other infectious mononucleosis with polyneuropathy           Other infectious mononucleosis with polyneuropathy
872,B2782,1,Other infectious mononucleosis with meningitis               Other infectious mononucleosis with meningitis
873,B2789,1,Other infectious mononucleosis with other complication       Other infectious mononucleosis with other complication
874,B279,0,"Infectious mononucleosis, unspecified                        Infectious mononucleosis, unspecified"
875,B2790,1,"Infectious mononucleosis, unspecified without complication   Infectious mononucleosis, unspecified without complication"
876,B2791,1,"Infectious mononucleosis, unspecified with polyneuropathy    Infectious mononucleosis, unspecified with polyneuropathy"
877,B2792,1,"Infectious mononucleosis, unspecified with meningitis        Infectious mononucleosis, unspecified with meningitis"
878,B2799,1,"Infectious mononucleosis, unsp with other complication       Infectious mononucleosis, unspecified with other complication"
879,B30,0,Viral conjunctivitis                                         Viral conjunctivitis
880,B300,1,Keratoconjunctivitis due to adenovirus                       Keratoconjunctivitis due to adenovirus
881,B301,1,Conjunctivitis due to adenovirus                             Conjunctivitis due to adenovirus
882,B302,1,Viral pharyngoconjunctivitis                                 Viral pharyngoconjunctivitis
883,B303,1,Acute epidemic hemorrhagic conjunctivitis (enteroviral)      Acute epidemic hemorrhagic conjunctivitis (enteroviral)
884,B308,1,Other viral conjunctivitis                                   Other viral conjunctivitis
885,B309,1,"Viral conjunctivitis, unspecified                            Viral conjunctivitis, unspecified"
886,B33,0,"Other viral diseases, not elsewhere classified               Other viral diseases, not elsewhere classified"
887,B330,1,Epidemic myalgia                                             Epidemic myalgia
888,B331,1,Ross River disease                                           Ross River disease
889,B332,0,Viral carditis                                               Viral carditis
890,B3320,1,"Viral carditis, unspecified                                  Viral carditis, unspecified"
891,B3321,1,Viral endocarditis                                           Viral endocarditis
892,B3322,1,Viral myocarditis                                            Viral myocarditis
893,B3323,1,Viral pericarditis                                           Viral pericarditis
894,B3324,1,Viral cardiomyopathy                                         Viral cardiomyopathy
895,B333,1,"Retrovirus infections, not elsewhere classified              Retrovirus infections, not elsewhere classified"
896,B334,1,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]          Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]
897,B338,1,Other specified viral diseases                               Other specified viral diseases
898,B34,0,Viral infection of unspecified site                          Viral infection of unspecified site
899,B340,1,"Adenovirus infection, unspecified                            Adenovirus infection, unspecified"
900,B341,1,"Enterovirus infection, unspecified                           Enterovirus infection, unspecified"
901,B342,1,"Coronavirus infection, unspecified                           Coronavirus infection, unspecified"
902,B343,1,"Parvovirus infection, unspecified                            Parvovirus infection, unspecified"
903,B344,1,"Papovavirus infection, unspecified                           Papovavirus infection, unspecified"
904,B348,1,Other viral infections of unspecified site                   Other viral infections of unspecified site
905,B349,1,"Viral infection, unspecified                                 Viral infection, unspecified"
906,B35,0,Dermatophytosis                                              Dermatophytosis
907,B350,1,Tinea barbae and tinea capitis                               Tinea barbae and tinea capitis
908,B351,1,Tinea unguium                                                Tinea unguium
909,B352,1,Tinea manuum                                                 Tinea manuum
910,B353,1,Tinea pedis                                                  Tinea pedis
911,B354,1,Tinea corporis                                               Tinea corporis
912,B355,1,Tinea imbricata                                              Tinea imbricata
913,B356,1,Tinea cruris                                                 Tinea cruris
914,B358,1,Other dermatophytoses                                        Other dermatophytoses
915,B359,1,"Dermatophytosis, unspecified                                 Dermatophytosis, unspecified"
916,B36,0,Other superficial mycoses                                    Other superficial mycoses
917,B360,1,Pityriasis versicolor                                        Pityriasis versicolor
918,B361,1,Tinea nigra                                                  Tinea nigra
919,B362,1,White piedra                                                 White piedra
920,B363,1,Black piedra                                                 Black piedra
921,B368,1,Other specified superficial mycoses                          Other specified superficial mycoses
922,B369,1,"Superficial mycosis, unspecified                             Superficial mycosis, unspecified"
923,B37,0,Candidiasis                                                  Candidiasis
924,B370,1,Candidal stomatitis                                          Candidal stomatitis
925,B371,1,Pulmonary candidiasis                                        Pulmonary candidiasis
926,B372,1,Candidiasis of skin and nail                                 Candidiasis of skin and nail
927,B373,0,Candidiasis of vulva and vagina                              Candidiasis of vulva and vagina
928,B3731,1,Acute candidiasis of vulva and vagina                        Acute candidiasis of vulva and vagina
929,B3732,1,Chronic candidiasis of vulva and vagina                      Chronic candidiasis of vulva and vagina
930,B374,0,Candidiasis of other urogenital sites                        Candidiasis of other urogenital sites
931,B3741,1,Candidal cystitis and urethritis                             Candidal cystitis and urethritis
932,B3742,1,Candidal balanitis                                           Candidal balanitis
933,B3749,1,Other urogenital candidiasis                                 Other urogenital candidiasis
934,B375,1,Candidal meningitis                                          Candidal meningitis
935,B376,1,Candidal endocarditis                                        Candidal endocarditis
936,B377,1,Candidal sepsis                                              Candidal sepsis
937,B378,0,Candidiasis of other sites                                   Candidiasis of other sites
938,B3781,1,Candidal esophagitis                                         Candidal esophagitis
939,B3782,1,Candidal enteritis                                           Candidal enteritis
940,B3783,1,Candidal cheilitis                                           Candidal cheilitis
941,B3784,1,Candidal otitis externa                                      Candidal otitis externa
942,B3789,1,Other sites of candidiasis                                   Other sites of candidiasis
943,B379,1,"Candidiasis, unspecified                                     Candidiasis, unspecified"
944,B38,0,Coccidioidomycosis                                           Coccidioidomycosis
945,B380,1,Acute pulmonary coccidioidomycosis                           Acute pulmonary coccidioidomycosis
946,B381,1,Chronic pulmonary coccidioidomycosis                         Chronic pulmonary coccidioidomycosis
947,B382,1,"Pulmonary coccidioidomycosis, unspecified                    Pulmonary coccidioidomycosis, unspecified"
948,B383,1,Cutaneous coccidioidomycosis                                 Cutaneous coccidioidomycosis
949,B384,1,Coccidioidomycosis meningitis                                Coccidioidomycosis meningitis
950,B387,1,Disseminated coccidioidomycosis                              Disseminated coccidioidomycosis
951,B388,0,Other forms of coccidioidomycosis                            Other forms of coccidioidomycosis
952,B3881,1,Prostatic coccidioidomycosis                                 Prostatic coccidioidomycosis
953,B3889,1,Other forms of coccidioidomycosis                            Other forms of coccidioidomycosis
954,B389,1,"Coccidioidomycosis, unspecified                              Coccidioidomycosis, unspecified"
955,B39,0,Histoplasmosis                                               Histoplasmosis
956,B390,1,Acute pulmonary histoplasmosis capsulati                     Acute pulmonary histoplasmosis capsulati
957,B391,1,Chronic pulmonary histoplasmosis capsulati                   Chronic pulmonary histoplasmosis capsulati
958,B392,1,"Pulmonary histoplasmosis capsulati, unspecified              Pulmonary histoplasmosis capsulati, unspecified"
959,B393,1,Disseminated histoplasmosis capsulati                        Disseminated histoplasmosis capsulati
960,B394,1,"Histoplasmosis capsulati, unspecified                        Histoplasmosis capsulati, unspecified"
961,B395,1,Histoplasmosis duboisii                                      Histoplasmosis duboisii
962,B399,1,"Histoplasmosis, unspecified                                  Histoplasmosis, unspecified"
963,B40,0,Blastomycosis                                                Blastomycosis
964,B400,1,Acute pulmonary blastomycosis                                Acute pulmonary blastomycosis
965,B401,1,Chronic pulmonary blastomycosis                              Chronic pulmonary blastomycosis
966,B402,1,"Pulmonary blastomycosis, unspecified                         Pulmonary blastomycosis, unspecified"
967,B403,1,Cutaneous blastomycosis                                      Cutaneous blastomycosis
968,B407,1,Disseminated blastomycosis                                   Disseminated blastomycosis
969,B408,0,Other forms of blastomycosis                                 Other forms of blastomycosis
970,B4081,1,Blastomycotic meningoencephalitis                            Blastomycotic meningoencephalitis
971,B4089,1,Other forms of blastomycosis                                 Other forms of blastomycosis
972,B409,1,"Blastomycosis, unspecified                                   Blastomycosis, unspecified"
973,B41,0,Paracoccidioidomycosis                                       Paracoccidioidomycosis
974,B410,1,Pulmonary paracoccidioidomycosis                             Pulmonary paracoccidioidomycosis
975,B417,1,Disseminated paracoccidioidomycosis                          Disseminated paracoccidioidomycosis
976,B418,1,Other forms of paracoccidioidomycosis                        Other forms of paracoccidioidomycosis
977,B419,1,"Paracoccidioidomycosis, unspecified                          Paracoccidioidomycosis, unspecified"
978,B42,0,Sporotrichosis                                               Sporotrichosis
979,B420,1,Pulmonary sporotrichosis                                     Pulmonary sporotrichosis
980,B421,1,Lymphocutaneous sporotrichosis                               Lymphocutaneous sporotrichosis
981,B427,1,Disseminated sporotrichosis                                  Disseminated sporotrichosis
982,B428,0,Other forms of sporotrichosis                                Other forms of sporotrichosis
983,B4281,1,Cerebral sporotrichosis                                      Cerebral sporotrichosis
984,B4282,1,Sporotrichosis arthritis                                     Sporotrichosis arthritis
985,B4289,1,Other forms of sporotrichosis                                Other forms of sporotrichosis
986,B429,1,"Sporotrichosis, unspecified                                  Sporotrichosis, unspecified"
987,B43,0,Chromomycosis and pheomycotic abscess                        Chromomycosis and pheomycotic abscess
988,B430,1,Cutaneous chromomycosis                                      Cutaneous chromomycosis
989,B431,1,Pheomycotic brain abscess                                    Pheomycotic brain abscess
990,B432,1,Subcutaneous pheomycotic abscess and cyst                    Subcutaneous pheomycotic abscess and cyst
991,B438,1,Other forms of chromomycosis                                 Other forms of chromomycosis
992,B439,1,"Chromomycosis, unspecified                                   Chromomycosis, unspecified"
993,B44,0,Aspergillosis                                                Aspergillosis
994,B440,1,Invasive pulmonary aspergillosis                             Invasive pulmonary aspergillosis
995,B441,1,Other pulmonary aspergillosis                                Other pulmonary aspergillosis
996,B442,1,Tonsillar aspergillosis                                      Tonsillar aspergillosis
997,B447,1,Disseminated aspergillosis                                   Disseminated aspergillosis
998,B448,0,Other forms of aspergillosis                                 Other forms of aspergillosis
999,B4481,1,Allergic bronchopulmonary aspergillosis                      Allergic bronchopulmonary aspergillosis
