icd10_code,parent_title,definition
M24,Other specific joint derangements,
M240,Other specific joint derangements,
M241,Other specific joint derangements,
M242,Other specific joint derangements,
M243,Other specific joint derangements,
M244,Other specific joint derangements,
M245,Other specific joint derangements,
M246,Other specific joint derangements,
M247,Other specific joint derangements,
M248,Other specific joint derangements,
M249,Other specific joint derangements,
M25,"Other joint disorders, not elsewhere classified",
M250,"Other joint disorders, not elsewhere classified",
M251,"Other joint disorders, not elsewhere classified",
M252,"Other joint disorders, not elsewhere classified",
M253,"Other joint disorders, not elsewhere classified",
M254,"Other joint disorders, not elsewhere classified",
M255,"Other joint disorders, not elsewhere classified",
M256,"Other joint disorders, not elsewhere classified",
M257,"Other joint disorders, not elsewhere classified",
M258,"Other joint disorders, not elsewhere classified",
M259,"Other joint disorders, not elsewhere classified",
M30,Polyarteritis nodosa and related conditions,
M300,Polyarteritis nodosa and related conditions,
M301,Polyarteritis nodosa and related conditions,
M302,Polyarteritis nodosa and related conditions,
M303,Polyarteritis nodosa and related conditions,
M308,Polyarteritis nodosa and related conditions,
M31,Other necrotizing vasculopathies,
M310,Other necrotizing vasculopathies,
M311,Other necrotizing vasculopathies,
M313,Other necrotizing vasculopathies,
M314,Other necrotizing vasculopathies,
M315,Other necrotizing vasculopathies,
M316,Other necrotizing vasculopathies,
M317,Other necrotizing vasculopathies,
M318,Other necrotizing vasculopathies,
M319,Other necrotizing vasculopathies,
M32,Systemic lupus erythematosus,
M320,Systemic lupus erythematosus,
M321,Systemic lupus erythematosus,
M328,Systemic lupus erythematosus,
M329,Systemic lupus erythematosus,
M33,Dermatopolymyositis,
M330,Dermatopolymyositis,
M331,Dermatopolymyositis,
M332,Dermatopolymyositis,
M339,Dermatopolymyositis,
M34,Systemic sclerosis,
M340,Systemic sclerosis,
M341,Systemic sclerosis,
M342,Systemic sclerosis,
M348,Systemic sclerosis,
M349,Systemic sclerosis,
M35,Other systemic involvement of connective tissue,
M350,Other systemic involvement of connective tissue,
M351,Other systemic involvement of connective tissue,
M352,Other systemic involvement of connective tissue,
M353,Other systemic involvement of connective tissue,
M354,Other systemic involvement of connective tissue,
M355,Other systemic involvement of connective tissue,
M356,Other systemic involvement of connective tissue,
M357,Other systemic involvement of connective tissue,
M358,Other systemic involvement of connective tissue,
M359,Other systemic involvement of connective tissue,
M36,Systemic disorders of connective tissue in diseases classified elsewhere,
M360,Systemic disorders of connective tissue in diseases classified elsewhere,
M361,Systemic disorders of connective tissue in diseases classified elsewhere,
M362,Systemic disorders of connective tissue in diseases classified elsewhere,
M363,Systemic disorders of connective tissue in diseases classified elsewhere,
M364,Systemic disorders of connective tissue in diseases classified elsewhere,
M368,Systemic disorders of connective tissue in diseases classified elsewhere,
M40,Kyphosis and lordosis,
M400,Kyphosis and lordosis,
M401,Kyphosis and lordosis,
M402,Kyphosis and lordosis,
M403,Kyphosis and lordosis,
M404,Kyphosis and lordosis,
M405,Kyphosis and lordosis,
M41,Scoliosis,
M410,Scoliosis,
M411,Scoliosis,
M412,Scoliosis,
M413,Scoliosis,
M414,Scoliosis,
M415,Scoliosis,
M418,Scoliosis,
M419,Scoliosis,
M42,Spinal osteochondrosis,
M420,Spinal osteochondrosis,
M421,Spinal osteochondrosis,
M429,Spinal osteochondrosis,
M43,Other deforming dorsopathies,
M430,Other deforming dorsopathies,
M431,Other deforming dorsopathies,
M432,Other deforming dorsopathies,
M433,Other deforming dorsopathies,
M434,Other deforming dorsopathies,
M435,Other deforming dorsopathies,
M436,Other deforming dorsopathies,
M438,Other deforming dorsopathies,
M439,Other deforming dorsopathies,
M45,Ankylosing spondylitis,
M46,Other inflammatory spondylopathies,
M460,Other inflammatory spondylopathies,
M461,Other inflammatory spondylopathies,
M462,Other inflammatory spondylopathies,
M463,Other inflammatory spondylopathies,
M464,Other inflammatory spondylopathies,
M465,Other inflammatory spondylopathies,
M468,Other inflammatory spondylopathies,
M469,Other inflammatory spondylopathies,
M47,Spondylosis,
M470,Spondylosis,
M471,Spondylosis,
M472,Spondylosis,
M478,Spondylosis,
M479,Spondylosis,
M48,Other spondylopathies,
M480,Other spondylopathies,
M481,Other spondylopathies,
M482,Other spondylopathies,
M483,Other spondylopathies,
M484,Other spondylopathies,
M485,Other spondylopathies,
M488,Other spondylopathies,
M489,Other spondylopathies,
M49,Spondylopathies in diseases classified elsewhere,
M490,Spondylopathies in diseases classified elsewhere,
M491,Spondylopathies in diseases classified elsewhere,
M492,Spondylopathies in diseases classified elsewhere,
M493,Spondylopathies in diseases classified elsewhere,
M494,Spondylopathies in diseases classified elsewhere,
M495,Spondylopathies in diseases classified elsewhere,
M498,Spondylopathies in diseases classified elsewhere,
M50,Cervical disc disorders,
M500,Cervical disc disorders,
M501,Cervical disc disorders,
M502,Cervical disc disorders,
M503,Cervical disc disorders,
M508,Cervical disc disorders,
M509,Cervical disc disorders,
M51,Other intervertebral disc disorders,
M510,Other intervertebral disc disorders,
M511,Other intervertebral disc disorders,
M512,Other intervertebral disc disorders,
M513,Other intervertebral disc disorders,
M514,Other intervertebral disc disorders,
M518,Other intervertebral disc disorders,
M519,Other intervertebral disc disorders,
M53,"Other dorsopathies, not elsewhere classified",
M530,"Other dorsopathies, not elsewhere classified",
M531,"Other dorsopathies, not elsewhere classified",
M532,"Other dorsopathies, not elsewhere classified",
M533,"Other dorsopathies, not elsewhere classified",
M538,"Other dorsopathies, not elsewhere classified",
M539,"Other dorsopathies, not elsewhere classified",
M54,Dorsalgia,
M540,Dorsalgia,
M541,Dorsalgia,
M542,Dorsalgia,
M543,Dorsalgia,
M544,Dorsalgia,
M545,Dorsalgia,
M546,Dorsalgia,
M548,Dorsalgia,
M549,Dorsalgia,
M60,Myositis,
M600,Myositis,
M601,Myositis,
M602,Myositis,
M608,Myositis,
M609,Myositis,
M61,Calcification and ossification of muscle,
M610,Calcification and ossification of muscle,
M611,Calcification and ossification of muscle,
M612,Calcification and ossification of muscle,
M613,Calcification and ossification of muscle,
M614,Calcification and ossification of muscle,
M615,Calcification and ossification of muscle,
M619,Calcification and ossification of muscle,
M62,Other disorders of muscle,
M620,Other disorders of muscle,
M621,Other disorders of muscle,
M622,Other disorders of muscle,
M623,Other disorders of muscle,
M624,Other disorders of muscle,
M625,Other disorders of muscle,
M626,Other disorders of muscle,
M628,Other disorders of muscle,
M629,Other disorders of muscle,
M63,Disorders of muscle in diseases classified elsewhere,
M630,Disorders of muscle in diseases classified elsewhere,
M631,Disorders of muscle in diseases classified elsewhere,
M632,Disorders of muscle in diseases classified elsewhere,
M633,Disorders of muscle in diseases classified elsewhere,
M638,Disorders of muscle in diseases classified elsewhere,
M65,Synovitis and tenosynovitis,
M650,Synovitis and tenosynovitis,
M651,Synovitis and tenosynovitis,
M652,Synovitis and tenosynovitis,
M653,Synovitis and tenosynovitis,
M654,Synovitis and tenosynovitis,
M658,Synovitis and tenosynovitis,
M659,Synovitis and tenosynovitis,
M66,Spontaneous rupture of synovium and tendon,
M660,Spontaneous rupture of synovium and tendon,
M661,Spontaneous rupture of synovium and tendon,
M662,Spontaneous rupture of synovium and tendon,
M663,Spontaneous rupture of synovium and tendon,
M664,Spontaneous rupture of synovium and tendon,
M665,Spontaneous rupture of synovium and tendon,
M67,Other disorders of synovium and tendon,
M670,Other disorders of synovium and tendon,
M671,Other disorders of synovium and tendon,
M672,Other disorders of synovium and tendon,
M673,Other disorders of synovium and tendon,
M674,Other disorders of synovium and tendon,
M678,Other disorders of synovium and tendon,
M679,Other disorders of synovium and tendon,
M68,Disorders of synovium and tendon in diseases classified elsewhere,
M680,Disorders of synovium and tendon in diseases classified elsewhere,
M688,Disorders of synovium and tendon in diseases classified elsewhere,
M70,"Soft tissue disorders related to use, overuse and pressure",
M700,"Soft tissue disorders related to use, overuse and pressure",
M701,"Soft tissue disorders related to use, overuse and pressure",
M702,"Soft tissue disorders related to use, overuse and pressure",
M703,"Soft tissue disorders related to use, overuse and pressure",
M704,"Soft tissue disorders related to use, overuse and pressure",
M705,"Soft tissue disorders related to use, overuse and pressure",
M706,"Soft tissue disorders related to use, overuse and pressure",
M707,"Soft tissue disorders related to use, overuse and pressure",
M708,"Soft tissue disorders related to use, overuse and pressure",
M709,"Soft tissue disorders related to use, overuse and pressure",
M71,Other bursopathies,
M710,Other bursopathies,
M711,Other bursopathies,
M712,Other bursopathies,
M713,Other bursopathies,
M714,Other bursopathies,
M715,Other bursopathies,
M718,Other bursopathies,
M719,Other bursopathies,
M72,Fibroblastic disorders,
M720,Fibroblastic disorders,
M721,Fibroblastic disorders,
M722,Fibroblastic disorders,
M724,Fibroblastic disorders,
M726,Fibroblastic disorders,
M728,Fibroblastic disorders,
M729,Fibroblastic disorders,
M73,Soft tissue disorders in diseases classified elsewhere,
M730,Soft tissue disorders in diseases classified elsewhere,
M731,Soft tissue disorders in diseases classified elsewhere,
M738,Soft tissue disorders in diseases classified elsewhere,
M75,Shoulder lesions,
M750,Shoulder lesions,
M751,Shoulder lesions,
M752,Shoulder lesions,
M753,Shoulder lesions,
M754,Shoulder lesions,
M755,Shoulder lesions,
M756,Shoulder lesions,
M758,Shoulder lesions,
M759,Shoulder lesions,
M76,"Enthesopathies of lower limb, excluding foot",
M760,"Enthesopathies of lower limb, excluding foot",
M761,"Enthesopathies of lower limb, excluding foot",
M762,"Enthesopathies of lower limb, excluding foot",
M763,"Enthesopathies of lower limb, excluding foot",
M764,"Enthesopathies of lower limb, excluding foot",
M765,"Enthesopathies of lower limb, excluding foot",
M766,"Enthesopathies of lower limb, excluding foot",
M767,"Enthesopathies of lower limb, excluding foot",
M768,"Enthesopathies of lower limb, excluding foot",
M769,"Enthesopathies of lower limb, excluding foot",
M77,Other enthesopathies,
M770,Other enthesopathies,
M771,Other enthesopathies,
M772,Other enthesopathies,
M773,Other enthesopathies,
M774,Other enthesopathies,
M775,Other enthesopathies,
M778,Other enthesopathies,
M779,Other enthesopathies,
M79,"Other soft tissue disorders, not elsewhere classified",
M790,"Other soft tissue disorders, not elsewhere classified",
M791,"Other soft tissue disorders, not elsewhere classified",
M792,"Other soft tissue disorders, not elsewhere classified",
M793,"Other soft tissue disorders, not elsewhere classified",
M794,"Other soft tissue disorders, not elsewhere classified",
M795,"Other soft tissue disorders, not elsewhere classified",
M796,"Other soft tissue disorders, not elsewhere classified",
M797,"Other soft tissue disorders, not elsewhere classified",
M798,"Other soft tissue disorders, not elsewhere classified",
M799,"Other soft tissue disorders, not elsewhere classified",
M80,Osteoporosis with pathological fracture,
M800,Osteoporosis with pathological fracture,
M801,Osteoporosis with pathological fracture,
M802,Osteoporosis with pathological fracture,
M803,Osteoporosis with pathological fracture,
M804,Osteoporosis with pathological fracture,
M805,Osteoporosis with pathological fracture,
M808,Osteoporosis with pathological fracture,
M809,Osteoporosis with pathological fracture,
M81,Osteoporosis without pathological fracture,
M810,Osteoporosis without pathological fracture,
M811,Osteoporosis without pathological fracture,
M812,Osteoporosis without pathological fracture,
M813,Osteoporosis without pathological fracture,
M814,Osteoporosis without pathological fracture,
M815,Osteoporosis without pathological fracture,
M816,Osteoporosis without pathological fracture,
M818,Osteoporosis without pathological fracture,
M819,Osteoporosis without pathological fracture,
M82,Osteoporosis in diseases classified elsewhere,
M820,Osteoporosis in diseases classified elsewhere,
M821,Osteoporosis in diseases classified elsewhere,
M828,Osteoporosis in diseases classified elsewhere,
M83,Adult osteomalacia,
M830,Adult osteomalacia,
M831,Adult osteomalacia,
M832,Adult osteomalacia,
M833,Adult osteomalacia,
M834,Adult osteomalacia,
M835,Adult osteomalacia,
M838,Adult osteomalacia,
M839,Adult osteomalacia,
M84,Disorders of continuity of bone,
M840,Disorders of continuity of bone,
M841,Disorders of continuity of bone,
M842,Disorders of continuity of bone,
M843,Disorders of continuity of bone,
M844,Disorders of continuity of bone,
M848,Disorders of continuity of bone,
M849,Disorders of continuity of bone,
M85,Other disorders of bone density and structure,
M850,Other disorders of bone density and structure,
M851,Other disorders of bone density and structure,
M852,Other disorders of bone density and structure,
M853,Other disorders of bone density and structure,
M854,Other disorders of bone density and structure,
M855,Other disorders of bone density and structure,
M856,Other disorders of bone density and structure,
M858,Other disorders of bone density and structure,
M859,Other disorders of bone density and structure,
M86,Osteomyelitis,
M860,Osteomyelitis,
M861,Osteomyelitis,
M862,Osteomyelitis,
M863,Osteomyelitis,
M864,Osteomyelitis,
M865,Osteomyelitis,
M866,Osteomyelitis,
M868,Osteomyelitis,
M869,Osteomyelitis,
M87,Osteonecrosis,
M870,Osteonecrosis,
M871,Osteonecrosis,
M872,Osteonecrosis,
M873,Osteonecrosis,
M878,Osteonecrosis,
M879,Osteonecrosis,
M88,Paget disease of bone [osteitis deformans],
M880,Paget disease of bone [osteitis deformans],
M888,Paget disease of bone [osteitis deformans],
M889,Paget disease of bone [osteitis deformans],
M89,Other disorders of bone,
M890,Other disorders of bone,
M891,Other disorders of bone,
M892,Other disorders of bone,
M893,Other disorders of bone,
M894,Other disorders of bone,
M895,Other disorders of bone,
M896,Other disorders of bone,
M898,Other disorders of bone,
M899,Other disorders of bone,
M90,Osteopathies in diseases classified elsewhere,
M900,Osteopathies in diseases classified elsewhere,
M901,Osteopathies in diseases classified elsewhere,
M902,Osteopathies in diseases classified elsewhere,
M903,Osteopathies in diseases classified elsewhere,
M904,Osteopathies in diseases classified elsewhere,
M905,Osteopathies in diseases classified elsewhere,
M906,Osteopathies in diseases classified elsewhere,
M907,Osteopathies in diseases classified elsewhere,
M908,Osteopathies in diseases classified elsewhere,
M91,Juvenile osteochondrosis of hip and pelvis,
M910,Juvenile osteochondrosis of hip and pelvis,
M911,Juvenile osteochondrosis of hip and pelvis,
M912,Juvenile osteochondrosis of hip and pelvis,
M913,Juvenile osteochondrosis of hip and pelvis,
M918,Juvenile osteochondrosis of hip and pelvis,
M919,Juvenile osteochondrosis of hip and pelvis,
M92,Other juvenile osteochondrosis,
M920,Other juvenile osteochondrosis,
M921,Other juvenile osteochondrosis,
M922,Other juvenile osteochondrosis,
M923,Other juvenile osteochondrosis,
M924,Other juvenile osteochondrosis,
M925,Other juvenile osteochondrosis,
M926,Other juvenile osteochondrosis,
M927,Other juvenile osteochondrosis,
M928,Other juvenile osteochondrosis,
M929,Other juvenile osteochondrosis,
M93,Other osteochondropathies,
M930,Other osteochondropathies,
M931,Other osteochondropathies,
M932,Other osteochondropathies,
M938,Other osteochondropathies,
M939,Other osteochondropathies,
M94,Other disorders of cartilage,
M940,Other disorders of cartilage,
M941,Other disorders of cartilage,
M942,Other disorders of cartilage,
M943,Other disorders of cartilage,
M948,Other disorders of cartilage,
M949,Other disorders of cartilage,
M95,Other acquired deformities of musculoskeletal system and connective tissue,
M950,Other acquired deformities of musculoskeletal system and connective tissue,
M951,Other acquired deformities of musculoskeletal system and connective tissue,
M952,Other acquired deformities of musculoskeletal system and connective tissue,
M953,Other acquired deformities of musculoskeletal system and connective tissue,
M954,Other acquired deformities of musculoskeletal system and connective tissue,
M955,Other acquired deformities of musculoskeletal system and connective tissue,
M958,Other acquired deformities of musculoskeletal system and connective tissue,
M959,Other acquired deformities of musculoskeletal system and connective tissue,
M96,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M960,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M961,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M962,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M963,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M964,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M965,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M966,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M968,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M969,"Postprocedural musculoskeletal disorders, not elsewhere classified",
M99,"Biomechanical lesions, not elsewhere classified",
M990,"Biomechanical lesions, not elsewhere classified",
M991,"Biomechanical lesions, not elsewhere classified",
M992,"Biomechanical lesions, not elsewhere classified",
M993,"Biomechanical lesions, not elsewhere classified",
M994,"Biomechanical lesions, not elsewhere classified",
M995,"Biomechanical lesions, not elsewhere classified",
M996,"Biomechanical lesions, not elsewhere classified",
M997,"Biomechanical lesions, not elsewhere classified",
M998,"Biomechanical lesions, not elsewhere classified",
M999,"Biomechanical lesions, not elsewhere classified",
N00,Acute nephritic syndrome,
N000,Acute nephritic syndrome,
N001,Acute nephritic syndrome,
N002,Acute nephritic syndrome,
N003,Acute nephritic syndrome,
N004,Acute nephritic syndrome,
N005,Acute nephritic syndrome,
N006,Acute nephritic syndrome,
N007,Acute nephritic syndrome,
N008,Acute nephritic syndrome,
N009,Acute nephritic syndrome,
N01,Rapidly progressive nephritic syndrome,
N010,Rapidly progressive nephritic syndrome,
N011,Rapidly progressive nephritic syndrome,
N012,Rapidly progressive nephritic syndrome,
N013,Rapidly progressive nephritic syndrome,
N014,Rapidly progressive nephritic syndrome,
N015,Rapidly progressive nephritic syndrome,
N016,Rapidly progressive nephritic syndrome,
N017,Rapidly progressive nephritic syndrome,
N018,Rapidly progressive nephritic syndrome,
N019,Rapidly progressive nephritic syndrome,
N02,Recurrent and persistent haematuria,
N020,Recurrent and persistent haematuria,
N021,Recurrent and persistent haematuria,
N022,Recurrent and persistent haematuria,
N023,Recurrent and persistent haematuria,
N024,Recurrent and persistent haematuria,
N025,Recurrent and persistent haematuria,
N026,Recurrent and persistent haematuria,
N027,Recurrent and persistent haematuria,
N028,Recurrent and persistent haematuria,
N029,Recurrent and persistent haematuria,
N03,Chronic nephritic syndrome,
N030,Chronic nephritic syndrome,
N031,Chronic nephritic syndrome,
N032,Chronic nephritic syndrome,
N033,Chronic nephritic syndrome,
N034,Chronic nephritic syndrome,
N035,Chronic nephritic syndrome,
N036,Chronic nephritic syndrome,
N037,Chronic nephritic syndrome,
N038,Chronic nephritic syndrome,
N039,Chronic nephritic syndrome,
N04,Nephrotic syndrome,
N040,Nephrotic syndrome,
N041,Nephrotic syndrome,
N042,Nephrotic syndrome,
N043,Nephrotic syndrome,
N044,Nephrotic syndrome,
N045,Nephrotic syndrome,
N046,Nephrotic syndrome,
N047,Nephrotic syndrome,
N048,Nephrotic syndrome,
N049,Nephrotic syndrome,
N05,Unspecified nephritic syndrome,
N050,Unspecified nephritic syndrome,
N051,Unspecified nephritic syndrome,
N052,Unspecified nephritic syndrome,
N053,Unspecified nephritic syndrome,
N054,Unspecified nephritic syndrome,
N055,Unspecified nephritic syndrome,
N056,Unspecified nephritic syndrome,
N057,Unspecified nephritic syndrome,
N058,Unspecified nephritic syndrome,
N059,Unspecified nephritic syndrome,
N06,Isolated proteinuria with specified morphological lesion,
N060,Isolated proteinuria with specified morphological lesion,
N061,Isolated proteinuria with specified morphological lesion,
N062,Isolated proteinuria with specified morphological lesion,
N063,Isolated proteinuria with specified morphological lesion,
N064,Isolated proteinuria with specified morphological lesion,
N065,Isolated proteinuria with specified morphological lesion,
N066,Isolated proteinuria with specified morphological lesion,
N067,Isolated proteinuria with specified morphological lesion,
N068,Isolated proteinuria with specified morphological lesion,
N069,Isolated proteinuria with specified morphological lesion,
N07,"Hereditary nephropathy, not elsewhere classified",
N070,"Hereditary nephropathy, not elsewhere classified",
N071,"Hereditary nephropathy, not elsewhere classified",
N072,"Hereditary nephropathy, not elsewhere classified",
N073,"Hereditary nephropathy, not elsewhere classified",
N074,"Hereditary nephropathy, not elsewhere classified",
N075,"Hereditary nephropathy, not elsewhere classified",
N076,"Hereditary nephropathy, not elsewhere classified",
N077,"Hereditary nephropathy, not elsewhere classified",
N078,"Hereditary nephropathy, not elsewhere classified",
N079,"Hereditary nephropathy, not elsewhere classified",
N08,Glomerular disorders in diseases classified elsewhere,
N080,Glomerular disorders in diseases classified elsewhere,
N081,Glomerular disorders in diseases classified elsewhere,
N082,Glomerular disorders in diseases classified elsewhere,
N083,Glomerular disorders in diseases classified elsewhere,
N084,Glomerular disorders in diseases classified elsewhere,
N085,Glomerular disorders in diseases classified elsewhere,
N088,Glomerular disorders in diseases classified elsewhere,
N10,Acute tubulo-interstitial nephritis,
N11,Chronic tubulo-interstitial nephritis,
N110,Chronic tubulo-interstitial nephritis,
N111,Chronic tubulo-interstitial nephritis,
N118,Chronic tubulo-interstitial nephritis,
N119,Chronic tubulo-interstitial nephritis,
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",
N13,Obstructive and reflux uropathy,
N130,Obstructive and reflux uropathy,
N131,Obstructive and reflux uropathy,
N132,Obstructive and reflux uropathy,
N133,Obstructive and reflux uropathy,
N134,Obstructive and reflux uropathy,
N135,Obstructive and reflux uropathy,
N136,Obstructive and reflux uropathy,
N137,Obstructive and reflux uropathy,
N138,Obstructive and reflux uropathy,
N139,Obstructive and reflux uropathy,
N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,
N140,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,
N141,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,
N142,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,
N143,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,
N144,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,
N15,Other renal tubulo-interstitial diseases,
N150,Other renal tubulo-interstitial diseases,
N151,Other renal tubulo-interstitial diseases,
N158,Other renal tubulo-interstitial diseases,
N159,Other renal tubulo-interstitial diseases,
N16,Renal tubulo-interstitial disorders in diseases classified elsewhere,
N160,Renal tubulo-interstitial disorders in diseases classified elsewhere,
N161,Renal tubulo-interstitial disorders in diseases classified elsewhere,
N162,Renal tubulo-interstitial disorders in diseases classified elsewhere,
N163,Renal tubulo-interstitial disorders in diseases classified elsewhere,
N164,Renal tubulo-interstitial disorders in diseases classified elsewhere,
N165,Renal tubulo-interstitial disorders in diseases classified elsewhere,
N168,Renal tubulo-interstitial disorders in diseases classified elsewhere,
N17,Acute renal failure,
N170,Acute renal failure,
N171,Acute renal failure,
N172,Acute renal failure,
N178,Acute renal failure,
N179,Acute renal failure,
N18,Chronic kidney disease,
N181,Chronic kidney disease,
N182,Chronic kidney disease,
N183,Chronic kidney disease,
N184,Chronic kidney disease,
N185,Chronic kidney disease,
N189,Chronic kidney disease,
N19,Unspecified kidney failure,
N20,Calculus of kidney and ureter,
N200,Calculus of kidney and ureter,
N201,Calculus of kidney and ureter,
N202,Calculus of kidney and ureter,
N209,Calculus of kidney and ureter,
N21,Calculus of lower urinary tract,
N210,Calculus of lower urinary tract,
N211,Calculus of lower urinary tract,
N218,Calculus of lower urinary tract,
N219,Calculus of lower urinary tract,
N22,Calculus of urinary tract in diseases classified elsewhere,
N220,Calculus of urinary tract in diseases classified elsewhere,
N228,Calculus of urinary tract in diseases classified elsewhere,
N23,Unspecified renal colic,
N25,Disorders resulting from impaired renal tubular function,
N250,Disorders resulting from impaired renal tubular function,
N251,Disorders resulting from impaired renal tubular function,
N258,Disorders resulting from impaired renal tubular function,
N259,Disorders resulting from impaired renal tubular function,
N26,Unspecified contracted kidney,
N27,Small kidney of unknown cause,
N270,Small kidney of unknown cause,
N271,Small kidney of unknown cause,
N279,Small kidney of unknown cause,
N28,"Other disorders of kidney and ureter, not elsewhere classified",
N280,"Other disorders of kidney and ureter, not elsewhere classified",
N281,"Other disorders of kidney and ureter, not elsewhere classified",
N288,"Other disorders of kidney and ureter, not elsewhere classified",
N289,"Other disorders of kidney and ureter, not elsewhere classified",
N29,Other disorders of kidney and ureter in diseases classified elsewhere,
N290,Other disorders of kidney and ureter in diseases classified elsewhere,
N291,Other disorders of kidney and ureter in diseases classified elsewhere,
N298,Other disorders of kidney and ureter in diseases classified elsewhere,
N30,Cystitis,
N300,Cystitis,
N301,Cystitis,
N302,Cystitis,
N303,Cystitis,
N304,Cystitis,
N308,Cystitis,
N309,Cystitis,
N31,"Neuromuscular dysfunction of bladder, not elsewhere classified",
N310,"Neuromuscular dysfunction of bladder, not elsewhere classified",
N311,"Neuromuscular dysfunction of bladder, not elsewhere classified",
N312,"Neuromuscular dysfunction of bladder, not elsewhere classified",
N318,"Neuromuscular dysfunction of bladder, not elsewhere classified",
N319,"Neuromuscular dysfunction of bladder, not elsewhere classified",
N32,Other disorders of bladder,
N320,Other disorders of bladder,
N321,Other disorders of bladder,
N322,Other disorders of bladder,
N323,Other disorders of bladder,
N324,Other disorders of bladder,
N328,Other disorders of bladder,
N329,Other disorders of bladder,
N33,Bladder disorders in diseases classified elsewhere,
N330,Bladder disorders in diseases classified elsewhere,
N338,Bladder disorders in diseases classified elsewhere,
N34,Urethritis and urethral syndrome,
N340,Urethritis and urethral syndrome,
N341,Urethritis and urethral syndrome,
N342,Urethritis and urethral syndrome,
N343,Urethritis and urethral syndrome,
N35,Urethral stricture,
N350,Urethral stricture,
N351,Urethral stricture,
N358,Urethral stricture,
N359,Urethral stricture,
N36,Other disorders of urethra,
N360,Other disorders of urethra,
N361,Other disorders of urethra,
N362,Other disorders of urethra,
N363,Other disorders of urethra,
N368,Other disorders of urethra,
N369,Other disorders of urethra,
N37,Urethral disorders in diseases classified elsewhere,
N370,Urethral disorders in diseases classified elsewhere,
N378,Urethral disorders in diseases classified elsewhere,
N39,Other disorders of urinary system,
N390,Other disorders of urinary system,
N391,Other disorders of urinary system,
N392,Other disorders of urinary system,
N393,Other disorders of urinary system,
N394,Other disorders of urinary system,
N398,Other disorders of urinary system,
N399,Other disorders of urinary system,
N40,Hyperplasia of prostate,
N41,Inflammatory diseases of prostate,
N410,Inflammatory diseases of prostate,
N411,Inflammatory diseases of prostate,
N412,Inflammatory diseases of prostate,
N413,Inflammatory diseases of prostate,
N418,Inflammatory diseases of prostate,
N419,Inflammatory diseases of prostate,
N42,Other disorders of prostate,
N420,Other disorders of prostate,
N421,Other disorders of prostate,
N422,Other disorders of prostate,
N423,Other disorders of prostate,
N428,Other disorders of prostate,
N429,Other disorders of prostate,
N43,Hydrocele and spermatocele,
N430,Hydrocele and spermatocele,
N431,Hydrocele and spermatocele,
N432,Hydrocele and spermatocele,
N433,Hydrocele and spermatocele,
N434,Hydrocele and spermatocele,
N44,Torsion of testis,
N45,Orchitis and epididymitis,
N450,Orchitis and epididymitis,
N459,Orchitis and epididymitis,
N46,Male infertility,
N47,"Redundant prepuce, phimosis and paraphimosis",
N48,Other disorders of penis,
N480,Other disorders of penis,
N481,Other disorders of penis,
N482,Other disorders of penis,
N483,Other disorders of penis,
N484,Other disorders of penis,
N485,Other disorders of penis,
N486,Other disorders of penis,
N488,Other disorders of penis,
N489,Other disorders of penis,
N49,"Inflammatory disorders of male genital organs, not elsewhere classified",
N490,"Inflammatory disorders of male genital organs, not elsewhere classified",
N491,"Inflammatory disorders of male genital organs, not elsewhere classified",
N492,"Inflammatory disorders of male genital organs, not elsewhere classified",
N498,"Inflammatory disorders of male genital organs, not elsewhere classified",
N499,"Inflammatory disorders of male genital organs, not elsewhere classified",
N50,Other disorders of male genital organs,
N500,Other disorders of male genital organs,
N501,Other disorders of male genital organs,
N508,Other disorders of male genital organs,
N509,Other disorders of male genital organs,
N51,Disorders of male genital organs in diseases classified elsewhere,
N510,Disorders of male genital organs in diseases classified elsewhere,
N511,Disorders of male genital organs in diseases classified elsewhere,
N512,Disorders of male genital organs in diseases classified elsewhere,
N518,Disorders of male genital organs in diseases classified elsewhere,
N60,Benign mammary dysplasia,
N600,Benign mammary dysplasia,
N601,Benign mammary dysplasia,
N602,Benign mammary dysplasia,
N603,Benign mammary dysplasia,
N604,Benign mammary dysplasia,
N608,Benign mammary dysplasia,
N609,Benign mammary dysplasia,
N61,Inflammatory disorders of breast,
N62,Hypertrophy of breast,
N63,Unspecified lump in breast,
N64,Other disorders of breast,
N640,Other disorders of breast,
N641,Other disorders of breast,
N642,Other disorders of breast,
N643,Other disorders of breast,
N644,Other disorders of breast,
N645,Other disorders of breast,
N648,Other disorders of breast,
